MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Longitude,Latitude
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',70.0,8400.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Corner',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Below_Average',b'Average',1970.0,1970.0,b'Gable',b'CompShg',b'Plywood',b'Plywood',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'ALQ',1.0,b'Rec',78.0,0.0,882.0,b'GasA',b'Typical',b'Y',b'SBrkr',882.0,0.0,0.0,882.0,1.0,0.0,1.0,0.0,2.0,1.0,b'Typical',4.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'Fin',2.0,525.0,b'Typical',b'Typical',b'Paved',240.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'Minimum_Privacy',b'None',0.0,4.0,2010.0,b'WD ',b'Normal',126000.0,-93.627112,42.053395
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',70.0,10500.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'FR2',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Below_Average',b'Average',1971.0,1971.0,b'Gable',b'CompShg',b'HdBoard',b'HdBoard',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'ALQ',1.0,b'Unf',0.0,432.0,864.0,b'GasA',b'Typical',b'Y',b'SBrkr',864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,3.0,1.0,b'Typical',5.0,b'Typ',1.0,b'Poor',b'No_Garage',b'No_Garage',0.0,0.0,b'No_Garage',b'No_Garage',b'Paved',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,4.0,2010.0,b'ConLI',b'Normal',115000.0,-93.622769,42.056375
b'One_Story_PUD_1946_and_Newer',b'Residential_High_Density',26.0,5858.0,b'Pave',b'No_Alley_Access',b'Slightly_Irregular',b'Lvl',b'AllPub',b'FR2',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'TwnhsE',b'One_Story',b'Good',b'Average',1999.0,1999.0,b'Gable',b'CompShg',b'MetalSd',b'MetalSd',b'None',0.0,b'Good',b'Typical',b'PConc',b'Good',b'Typical',b'No',b'GLQ',3.0,b'BLQ',0.0,354.0,1405.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1337.0,0.0,0.0,1337.0,1.0,0.0,2.0,0.0,2.0,1.0,b'Good',5.0,b'Typ',1.0,b'Fair',b'Attchd',b'Fin',2.0,511.0,b'Typical',b'Typical',b'Paved',203.0,68.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,6.0,2010.0,b'WD ',b'Normal',184000.0,-93.624373,42.055318
b'Two_Story_PUD_1946_and_Newer',b'Residential_Medium_Density',21.0,1680.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Briardale',b'Norm',b'Norm',b'Twnhs',b'Two_Story',b'Above_Average',b'Average',1971.0,1971.0,b'Gable',b'CompShg',b'HdBoard',b'HdBoard',b'BrkFace',504.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'Rec',6.0,b'Unf',0.0,327.0,483.0,b'GasA',b'Typical',b'Y',b'SBrkr',483.0,504.0,0.0,987.0,0.0,0.0,1.0,1.0,2.0,1.0,b'Typical',5.0,b'Typ',0.0,b'No_Fireplace',b'Detchd',b'Unf',1.0,264.0,b'Typical',b'Typical',b'Paved',275.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,2.0,2010.0,b'COD',b'Normal',96000.0,-93.627271,42.051835
b'Two_Story_PUD_1946_and_Newer',b'Residential_Medium_Density',21.0,1680.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Briardale',b'Norm',b'Norm',b'Twnhs',b'Two_Story',b'Average',b'Average',1971.0,1971.0,b'Gable',b'CompShg',b'HdBoard',b'HdBoard',b'BrkFace',492.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'Rec',6.0,b'Unf',0.0,225.0,525.0,b'GasA',b'Typical',b'Y',b'SBrkr',525.0,567.0,0.0,1092.0,0.0,0.0,1.0,1.0,3.0,1.0,b'Typical',6.0,b'Typ',0.0,b'No_Fireplace',b'Detchd',b'Unf',1.0,320.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,3.0,2010.0,b'WD ',b'Normal',105500.0,-93.627536,42.051684
b'Two_Story_PUD_1946_and_Newer',b'Residential_Medium_Density',21.0,1680.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Briardale',b'Norm',b'Norm',b'Twnhs',b'Two_Story',b'Above_Average',b'Average',1971.0,1971.0,b'Gable',b'CompShg',b'HdBoard',b'ImStucc',b'BrkFace',381.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'Unf',7.0,b'Unf',0.0,525.0,525.0,b'GasA',b'Typical',b'Y',b'SBrkr',525.0,567.0,0.0,1092.0,0.0,0.0,1.0,1.0,3.0,1.0,b'Typical',6.0,b'Typ',0.0,b'No_Fireplace',b'Detchd',b'Unf',1.0,264.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,3.0,2010.0,b'WD ',b'Family',88000.0,-93.62728,42.051685
b'One_Story_PUD_1946_and_Newer',b'Residential_Low_Density',53.0,4043.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Northpark_Villa',b'Norm',b'Norm',b'TwnhsE',b'One_Story',b'Above_Average',b'Average',1977.0,1977.0,b'Gable',b'CompShg',b'Plywood',b'Plywood',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Good',b'Typical',b'No',b'ALQ',1.0,b'Unf',0.0,709.0,1069.0,b'GasA',b'Typical',b'Y',b'SBrkr',1069.0,0.0,0.0,1069.0,0.0,0.0,2.0,0.0,2.0,1.0,b'Typical',4.0,b'Typ',1.0,b'Fair',b'Attchd',b'RFn',2.0,440.0,b'Typical',b'Typical',b'Paved',0.0,55.0,0.0,0.0,165.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,7.0,2010.0,b'WD ',b'Normal',127500.0,-93.627232,42.049672
b'Two_Story_PUD_1946_and_Newer',b'Residential_Low_Density',24.0,2280.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'FR2',b'Gtl',b'Northpark_Villa',b'Norm',b'Norm',b'Twnhs',b'Two_Story',b'Above_Average',b'Above_Average',1975.0,1975.0,b'Gable',b'CompShg',b'Plywood',b'Brk Cmn',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'ALQ',1.0,b'Unf',0.0,341.0,855.0,b'GasA',b'Typical',b'Y',b'SBrkr',855.0,601.0,0.0,1456.0,0.0,0.0,2.0,1.0,3.0,1.0,b'Good',6.0,b'Typ',1.0,b'Typical',b'Attchd',b'Unf',2.0,440.0,b'Typical',b'Typical',b'Paved',173.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,6.0,2010.0,b'WD ',b'Normal',149900.0,-93.625924,42.050683
b'One_Story_PUD_1946_and_Newer',b'Residential_Low_Density',24.0,2280.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'FR2',b'Gtl',b'Northpark_Villa',b'Norm',b'Norm',b'Twnhs',b'One_Story',b'Good',b'Above_Average',1975.0,1975.0,b'Gable',b'CompShg',b'Plywood',b'Brk Cmn',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Good',b'Typical',b'No',b'Unf',7.0,b'Unf',0.0,836.0,836.0,b'GasA',b'Excellent',b'Y',b'SBrkr',836.0,0.0,0.0,836.0,0.0,0.0,1.0,0.0,2.0,1.0,b'Typical',4.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'Unf',1.0,308.0,b'Typical',b'Typical',b'Paved',0.0,30.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,6.0,2010.0,b'WD ',b'Normal',120000.0,-93.625966,42.050681
b'Two_Story_PUD_1946_and_Newer',b'Residential_Low_Density',24.0,2280.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Northpark_Villa',b'Norm',b'Norm',b'Twnhs',b'Two_Story',b'Above_Average',b'Average',1978.0,1978.0,b'Gable',b'CompShg',b'Plywood',b'Brk Cmn',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Good',b'Typical',b'No',b'ALQ',1.0,b'Unf',0.0,544.0,855.0,b'GasA',b'Fair',b'Y',b'SBrkr',855.0,601.0,0.0,1456.0,0.0,0.0,2.0,1.0,3.0,1.0,b'Typical',7.0,b'Typ',1.0,b'Typical',b'Attchd',b'Unf',2.0,440.0,b'Typical',b'Typical',b'Paved',26.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,7.0,2010.0,b'WD ',b'Normal',146000.0,-93.625848,42.049811
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',102.0,12858.0,b'Pave',b'No_Alley_Access',b'Slightly_Irregular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Northridge_Heights',b'Norm',b'Norm',b'OneFam',b'Two_Story',b'Excellent',b'Average',2009.0,2010.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'Stone',162.0,b'Excellent',b'Typical',b'PConc',b'Excellent',b'Typical',b'No',b'Unf',7.0,b'Unf',0.0,1590.0,1590.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1627.0,707.0,0.0,2334.0,0.0,0.0,2.0,1.0,3.0,1.0,b'Excellent',10.0,b'Typ',1.0,b'Good',b'Attchd',b'Fin',3.0,751.0,b'Typical',b'Typical',b'Paved',144.0,133.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,1.0,2010.0,b'New',b'Partial',376162.0,-93.653201,42.062352
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',98.0,11478.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Northridge_Heights',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Very_Good',b'Average',2007.0,2008.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'Stone',200.0,b'Good',b'Typical',b'PConc',b'Excellent',b'Typical',b'No',b'GLQ',3.0,b'Unf',0.0,486.0,1704.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1704.0,0.0,0.0,1704.0,1.0,0.0,2.0,0.0,3.0,1.0,b'Good',7.0,b'Typ',1.0,b'Good',b'Attchd',b'RFn',3.0,772.0,b'Typical',b'Typical',b'Paved',0.0,50.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,5.0,2010.0,b'WD ',b'Normal',306000.0,-93.654645,42.062109
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',83.0,10159.0,b'Pave',b'No_Alley_Access',b'Slightly_Irregular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Northridge_Heights',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Excellent',b'Average',2009.0,2010.0,b'Hip',b'CompShg',b'VinylSd',b'VinylSd',b'Stone',450.0,b'Excellent',b'Typical',b'PConc',b'Excellent',b'Typical',b'Av',b'GLQ',3.0,b'Unf',0.0,284.0,1930.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1940.0,0.0,0.0,1940.0,1.0,0.0,2.0,1.0,3.0,1.0,b'Excellent',8.0,b'Typ',1.0,b'Good',b'Attchd',b'Fin',3.0,606.0,b'Typical',b'Typical',b'Paved',168.0,95.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,4.0,2010.0,b'New',b'Partial',395192.0,-93.6537329,42.0611331
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',94.0,12883.0,b'Pave',b'No_Alley_Access',b'Slightly_Irregular',b'Lvl',b'AllPub',b'Corner',b'Gtl',b'Northridge_Heights',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Very_Good',b'Average',2009.0,2010.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'Stone',256.0,b'Good',b'Typical',b'PConc',b'Good',b'Typical',b'No',b'Unf',7.0,b'Unf',0.0,1544.0,1544.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1544.0,0.0,0.0,1544.0,0.0,0.0,2.0,0.0,3.0,1.0,b'Good',7.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'RFn',3.0,868.0,b'Typical',b'Typical',b'Paved',0.0,35.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,6.0,2010.0,b'New',b'Partial',290941.0,-93.6528306,42.0612885
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',95.0,12182.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Corner',b'Gtl',b'Northridge_Heights',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Good',b'Average',2005.0,2005.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'BrkFace',226.0,b'Good',b'Typical',b'PConc',b'Good',b'Typical',b'Mn',b'BLQ',2.0,b'Unf',0.0,340.0,1541.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1541.0,0.0,0.0,1541.0,0.0,0.0,2.0,0.0,3.0,1.0,b'Good',7.0,b'Typ',1.0,b'Good',b'Attchd',b'RFn',2.0,532.0,b'Typical',b'Typical',b'Paved',0.0,70.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,5.0,2010.0,b'New',b'Partial',220000.0,-93.652713,42.060872
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',90.0,11520.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Northridge_Heights',b'PosN',b'Norm',b'OneFam',b'One_Story',b'Excellent',b'Average',2005.0,2005.0,b'Hip',b'CompShg',b'VinylSd',b'VinylSd',b'BrkFace',615.0,b'Good',b'Typical',b'PConc',b'Excellent',b'Typical',b'No',b'GLQ',3.0,b'Unf',0.0,1588.0,1698.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1698.0,0.0,0.0,1698.0,0.0,0.0,2.0,0.0,3.0,1.0,b'Excellent',7.0,b'Typ',1.0,b'Good',b'Attchd',b'Fin',3.0,730.0,b'Typical',b'Typical',b'Paved',192.0,74.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,6.0,2010.0,b'WD ',b'Normal',275000.0,-93.65332,42.0608079
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',79.0,14122.0,b'Pave',b'No_Alley_Access',b'Slightly_Irregular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Northridge_Heights',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Very_Good',b'Average',2005.0,2006.0,b'Hip',b'CompShg',b'CemntBd',b'CmentBd',b'BrkFace',240.0,b'Good',b'Typical',b'PConc',b'Excellent',b'Typical',b'No',b'GLQ',3.0,b'Unf',0.0,1794.0,1822.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1822.0,0.0,0.0,1822.0,0.0,0.0,2.0,0.0,3.0,1.0,b'Excellent',8.0,b'Typ',1.0,b'Good',b'Attchd',b'RFn',3.0,678.0,b'Typical',b'Typical',b'Paved',0.0,119.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,2.0,2010.0,b'WD ',b'Normal',259000.0,-93.652336,42.060879
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',70.0,10171.0,b'Pave',b'No_Alley_Access',b'Slightly_Irregular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Northridge_Heights',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Good',b'Average',2004.0,2004.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'BrkFace',168.0,b'Good',b'Typical',b'PConc',b'Good',b'Typical',b'No',b'GLQ',3.0,b'Unf',0.0,1515.0,1517.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1535.0,0.0,0.0,1535.0,0.0,0.0,2.0,0.0,3.0,1.0,b'Good',7.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'RFn',2.0,532.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,3.0,2010.0,b'WD ',b'Normal',214000.0,-93.652307,42.060298
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',100.0,12919.0,b'Pave',b'No_Alley_Access',b'Slightly_Irregular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Northridge_Heights',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Excellent',b'Average',2009.0,2010.0,b'Hip',b'CompShg',b'VinylSd',b'VinylSd',b'Stone',760.0,b'Excellent',b'Typical',b'PConc',b'Excellent',b'Typical',b'Gd',b'GLQ',3.0,b'Unf',0.0,142.0,2330.0,b'GasA',b'Excellent',b'Y',b'SBrkr',2364.0,0.0,0.0,2364.0,1.0,0.0,2.0,1.0,2.0,1.0,b'Excellent',11.0,b'Typ',2.0,b'Good',b'Attchd',b'Fin',3.0,820.0,b'Typical',b'Typical',b'Paved',0.0,67.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,3.0,2010.0,b'New',b'Partial',611657.0,-93.655051,42.059617
b'One_Story_PUD_1946_and_Newer',b'Residential_Low_Density',44.0,6371.0,b'Pave',b'No_Alley_Access',b'Slightly_Irregular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Northridge_Heights',b'Norm',b'Norm',b'TwnhsE',b'One_Story',b'Good',b'Average',2009.0,2010.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'Stone',128.0,b'Good',b'Typical',b'PConc',b'Good',b'Typical',b'Mn',b'GLQ',3.0,b'Unf',0.0,625.0,1358.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1358.0,0.0,0.0,1358.0,1.0,0.0,2.0,0.0,2.0,1.0,b'Good',6.0,b'Typ',1.0,b'Good',b'Attchd',b'RFn',2.0,484.0,b'Typical',b'Typical',b'Paved',192.0,35.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,6.0,2010.0,b'New',b'Partial',224000.0,-93.650436,42.058388
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',110.0,14300.0,b'Pave',b'No_Alley_Access',b'Regular',b'HLS',b'AllPub',b'Inside',b'Mod',b'Northridge_Heights',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Excellent',b'Average',2003.0,2004.0,b'Hip',b'CompShg',b'VinylSd',b'VinylSd',b'BrkFace',1095.0,b'Excellent',b'Typical',b'PConc',b'Excellent',b'Typical',b'Gd',b'GLQ',3.0,b'Unf',0.0,1473.0,2846.0,b'GasA',b'Excellent',b'Y',b'SBrkr',2696.0,0.0,0.0,2696.0,1.0,0.0,2.0,1.0,3.0,1.0,b'Excellent',10.0,b'Typ',2.0,b'Good',b'Attchd',b'Fin',3.0,958.0,b'Typical',b'Typical',b'Paved',220.0,150.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,6.0,2010.0,b'WD ',b'Normal',500000.0,-93.656067,42.058599
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',105.0,13650.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Corner',b'Gtl',b'Northridge_Heights',b'Norm',b'Norm',b'OneFam',b'Two_Story',b'Very_Good',b'Average',2002.0,2002.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'BrkFace',232.0,b'Good',b'Typical',b'PConc',b'Good',b'Typical',b'Gd',b'GLQ',3.0,b'Unf',0.0,1093.0,1671.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1687.0,563.0,0.0,2250.0,1.0,0.0,2.0,1.0,3.0,1.0,b'Good',7.0,b'Typ',1.0,b'Excellent',b'Attchd',b'Fin',3.0,756.0,b'Typical',b'Typical',b'Paved',238.0,130.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,6.0,2010.0,b'WD ',b'Normal',320000.0,-93.654853,42.057102
b'One_Story_PUD_1946_and_Newer',b'Residential_Low_Density',61.0,7658.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Northridge_Heights',b'Norm',b'Norm',b'TwnhsE',b'One_Story',b'Excellent',b'Average',2005.0,2005.0,b'Hip',b'CompShg',b'MetalSd',b'MetalSd',b'BrkFace',412.0,b'Excellent',b'Typical',b'PConc',b'Excellent',b'Typical',b'No',b'GLQ',3.0,b'Unf',0.0,1296.0,1752.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1752.0,0.0,0.0,1752.0,1.0,0.0,2.0,0.0,2.0,1.0,b'Excellent',6.0,b'Typ',1.0,b'Good',b'Attchd',b'RFn',2.0,576.0,b'Typical',b'Typical',b'Paved',196.0,82.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,2.0,2010.0,b'WD ',b'Normal',319900.0,-93.654121,42.057164
b'One_Story_PUD_1946_and_Newer',b'Residential_Low_Density',41.0,7132.0,b'Pave',b'No_Alley_Access',b'Slightly_Irregular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Northridge_Heights',b'Norm',b'Norm',b'TwnhsE',b'One_Story',b'Very_Good',b'Average',2006.0,2006.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'Stone',178.0,b'Good',b'Typical',b'PConc',b'Good',b'Typical',b'Mn',b'GLQ',3.0,b'Unf',0.0,1346.0,1370.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1370.0,0.0,0.0,1370.0,0.0,0.0,2.0,0.0,2.0,1.0,b'Good',6.0,b'Typ',1.0,b'Good',b'Attchd',b'RFn',2.0,484.0,b'Typical',b'Typical',b'Paved',120.0,49.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,4.0,2010.0,b'WD ',b'Normal',205000.0,-93.649447,42.058252
b'Two_Story_PUD_1946_and_Newer',b'Residential_Low_Density',36.0,2628.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Northridge_Heights',b'Norm',b'Norm',b'Twnhs',b'Two_Story',b'Good',b'Average',2003.0,2003.0,b'Gable',b'CompShg',b'VinylSd',b'Wd Shng',b'Stone',106.0,b'Good',b'Typical',b'PConc',b'Good',b'Typical',b'No',b'Unf',7.0,b'Unf',0.0,764.0,764.0,b'GasA',b'Excellent',b'Y',b'SBrkr',764.0,862.0,0.0,1626.0,0.0,0.0,2.0,1.0,2.0,1.0,b'Good',6.0,b'Typ',0.0,b'No_Fireplace',b'BuiltIn',b'RFn',2.0,474.0,b'Typical',b'Typical',b'Paved',0.0,27.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,6.0,2010.0,b'WD ',b'Normal',175500.0,-93.651013,42.057181
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',100.0,18494.0,b'Pave',b'No_Alley_Access',b'Slightly_Irregular',b'Lvl',b'AllPub',b'Corner',b'Gtl',b'Gilbert',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Above_Average',b'Average',2005.0,2005.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'None',0.0,b'Good',b'Typical',b'PConc',b'Good',b'Typical',b'No',b'Unf',7.0,b'Unf',0.0,1324.0,1324.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1324.0,0.0,0.0,1324.0,0.0,0.0,2.0,0.0,3.0,1.0,b'Good',6.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'Fin',2.0,430.0,b'Typical',b'Typical',b'Paved',36.0,23.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,1.0,2010.0,b'WD ',b'Normal',199500.0,-93.644356,42.061928
b'One_Story_PUD_1946_and_Newer',b'Residential_Low_Density',43.0,3203.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Bloomington_Heights',b'Norm',b'Norm',b'TwnhsE',b'One_Story',b'Good',b'Average',2006.0,2006.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'BrkFace',14.0,b'Good',b'Typical',b'PConc',b'Good',b'Typical',b'Av',b'GLQ',3.0,b'Unf',0.0,1129.0,1145.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1145.0,0.0,0.0,1145.0,0.0,0.0,2.0,0.0,2.0,1.0,b'Good',6.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'Fin',2.0,437.0,b'Typical',b'Typical',b'Paved',100.0,116.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,1.0,2010.0,b'WD ',b'Normal',160000.0,-93.641635,42.06257
b'One_Story_PUD_1946_and_Newer',b'Residential_Low_Density',43.0,3182.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Bloomington_Heights',b'Norm',b'Norm',b'TwnhsE',b'One_Story',b'Very_Good',b'Average',2004.0,2005.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'BrkFace',16.0,b'Good',b'Typical',b'PConc',b'Good',b'Typical',b'No',b'GLQ',3.0,b'Unf',0.0,1232.0,1256.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1269.0,0.0,0.0,1269.0,0.0,0.0,2.0,0.0,2.0,1.0,b'Good',6.0,b'Typ',1.0,b'Typical',b'Attchd',b'Fin',2.0,430.0,b'Typical',b'Typical',b'Paved',146.0,20.0,0.0,0.0,144.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,4.0,2010.0,b'WD ',b'Normal',192000.0,-93.642252,42.062303
